video_stem,video_path,exercise_class,quality,split,action_name_raw,comment,action_guidance,judgement_key,frame_root,frame_start,frame_end,annotator
efRWi4_action_6__ann0,,kneeling pushing-ups,2.000000,train,Kneeling pushing-ups,"Not bowing, the body should be in a straight line.","cross your feet, kneel on the mat, keep your back straight, keep your body in a straight line from the side, and put your hands on both sides of the chest, slightly wider than shoulder-width apart. bend your arms and bend down until your elbows are slightly above your torso, then stretch your arms and get up to restore.",efRWi4_action_6,frames_open/efRWi4,3631,4351,Ue52RvEJgw
efRWi4_action_6__ann1,,kneeling pushing-ups,4.000000,train,Kneeling pushing-ups,"The movement as a whole follows the instructional text, the completion speed is appropriate, and the flow is relatively high. However, it is recommended to control the descent height until slightly above the trunk, and the waist should not collapse, in order to achieve better exercise results.","cross your feet, kneel on the mat, keep your back straight, keep your body in a straight line from the side, and put your hands on both sides of the chest, slightly wider than shoulder-width apart. bend your arms and bend down until your elbows are slightly above your torso, then stretch your arms and get up to restore.",efRWi4_action_6,frames_open/efRWi4,3631,4351,hFLOv2mpbU
SlgE27_action_2__ann0,,leg lunge with knee lift,2.000000,train,Leg Lunge With Knee Lift,Maintain good balance,"in the lunge position, the upper body is in a straight line with the back leg, and put your hands on your hips. get up, raise your knees simultaneously, and move as steadily and smoothly as possible. do not tilt your pelvis to the side during the lunge, and keep your pelvis and upper body always forward.",SlgE27_action_2,frames_open/SlgE27,1186,1861,Ue52RvEJgw
SlgE27_action_2__ann1,,leg lunge with knee lift,3.000000,train,Leg Lunge With Knee Lift,"During the exercise, the body's center of gravity is unstable, there is a lot of leaning, and the core is not tightened, so it is difficult to achieve good training effects.","in the lunge position, the upper body is in a straight line with the back leg, and put your hands on your hips. get up, raise your knees simultaneously, and move as steadily and smoothly as possible. do not tilt your pelvis to the side during the lunge, and keep your pelvis and upper body always forward.",SlgE27_action_2,frames_open/SlgE27,1186,1861,hFLOv2mpbU
zOfbr6_action_10__ann0,,kneeling side torso twist,3.000000,train,Kneeling Side Torso Twist,The elbows should touch the ground.,lie prone on a yoga mat with your knees on the ground and slightly apart; put your left hand on the ground and bend your right elbow to hold your ear. contract your abdominal muscles and use your right elbow to get closer to the ground; pause briefly and return to the starting position.,zOfbr6_action_10,frames_open/zOfbr6,13531,14191,Ue52RvEJgw
zOfbr6_action_10__ann1,,kneeling side torso twist,4.000000,train,Kneeling Side Torso Twist,"The movements followed the instructional text, the rhythm and speed were good. However, the elbows should be closer to the ground for better training effects.",lie prone on a yoga mat with your knees on the ground and slightly apart; put your left hand on the ground and bend your right elbow to hold your ear. contract your abdominal muscles and use your right elbow to get closer to the ground; pause briefly and return to the starting position.,zOfbr6_action_10,frames_open/zOfbr6,13531,14191,hFLOv2mpbU
UE156K_action_0__ann0,,shoulder bridge,3.000000,train,Shoulder Bridge,Practice more.,"lie on your back with your legs naturally bent about 90 degrees, keep your legs hip_x0002_width apart, and relax your feet. place your hands naturally on both sides of your body with palms down, and keep your spine in a standard neutral position. when inhaling, keep your body stable, and when exhaling, contract the abdominal muscles, pull your navel toward the spine, tilt the pelvis backward and lift your pubis. continue to exhale, raise your spine from the tailbone section by section to roll off the mat until your knees and hips are raised in a straight line with the shoulders. inhale again, and keep your torso still. exhale, relax your chest and ribs, and turn the spine to the starting position, section by section.",UE156K_action_0,frames_open/UE156K,61,1366,Ue52RvEJgw
UE156K_action_0__ann1,,shoulder bridge,5.000000,train,Shoulder Bridge,"The movements are correct and standardized, the rhythm is appropriate, the speed is moderate, very good.","lie on your back with your legs naturally bent about 90 degrees, keep your legs hip_x0002_width apart, and relax your feet. place your hands naturally on both sides of your body with palms down, and keep your spine in a standard neutral position. when inhaling, keep your body stable, and when exhaling, contract the abdominal muscles, pull your navel toward the spine, tilt the pelvis backward and lift your pubis. continue to exhale, raise your spine from the tailbone section by section to roll off the mat until your knees and hips are raised in a straight line with the shoulders. inhale again, and keep your torso still. exhale, relax your chest and ribs, and turn the spine to the starting position, section by section.",UE156K_action_0,frames_open/UE156K,61,1366,hFLOv2mpbU
MPm3tr_action_8__ann0,,sit-ups,3.000000,train,Sit-ups,The hands placed on the head are not behind the head.,"lie on the mat, put your arms straight on either side of your head, put your feet together, open your legs, and use your abdominal muscles to get up. keep your head, shoulders, upper back, and lower back off the ground in turn, and touch your feet with your hands. make sure your lower back, upper back, shoulder, and head touch the ground in turn when lowering. control your speed throughout the action, with the frequency of about once every 2 seconds.",MPm3tr_action_8,frames_open/MPm3tr,6781,7411,Ue52RvEJgw
MPm3tr_action_8__ann1,,sit-ups,4.000000,train,Sit-ups,"The movements overall follow the instructional text, with a steady pace, but the legs are a bit too wide apart, and the neck is not relaxed, which can cause some strain on the neck.","lie on the mat, put your arms straight on either side of your head, put your feet together, open your legs, and use your abdominal muscles to get up. keep your head, shoulders, upper back, and lower back off the ground in turn, and touch your feet with your hands. make sure your lower back, upper back, shoulder, and head touch the ground in turn when lowering. control your speed throughout the action, with the frequency of about once every 2 seconds.",MPm3tr_action_8,frames_open/MPm3tr,6781,7411,hFLOv2mpbU
hzfx1h_action_10__ann0,,sumo squat,3.000000,train,Sumo Squat,"The movement did not strictly follow the instructional text: the back was not upright enough during the squat, and the squat depth was not sufficient. I think the intensity of the exercise was not enough.","stand about twice shoulder-width apart, with your toes facing diagonally forward. when squatting to the thighs parallel to the ground, keep your knees in the same direction as your toes. keep your upper body as straight as possible, and sit back slightly when squatting. cross your arms over your chest.",hzfx1h_action_10,frames_open/hzfx1h,6346,6751,Rz1THrHZp2
hzfx1h_action_10__ann1,,sumo squat,3.000000,train,Sumo Squat,"Please keep your upper body stable during the squat process, do not lean forward~ Squat down until your thighs are parallel to the ground.","stand about twice shoulder-width apart, with your toes facing diagonally forward. when squatting to the thighs parallel to the ground, keep your knees in the same direction as your toes. keep your upper body as straight as possible, and sit back slightly when squatting. cross your arms over your chest.",hzfx1h_action_10,frames_open/hzfx1h,6346,6751,hFLOv2mpbU
CfMZyu_action_0__ann0,,shoulder bridge,3.000000,train,Shoulder Bridge,"The movements have flaws, the requirement of a straight line in three points is not met, the speed of the cycle is too fast, and there is no emphasis on the requirement of stillness between movements.","lie on your back with your legs naturally bent about 90 degrees, keep your legs hip_x0002_width apart, and relax your feet. place your hands naturally on both sides of your body with palms down, and keep your spine in a standard neutral position. when inhaling, keep your body stable, and when exhaling, contract the abdominal muscles, pull your navel toward the spine, tilt the pelvis backward and lift your pubis. continue to exhale, raise your spine from the tailbone section by section to roll off the mat until your knees and hips are raised in a straight line with the shoulders. inhale again, and keep your torso still. exhale, relax your chest and ribs, and turn the spine to the starting position, section by section.",CfMZyu_action_0,frames_open/CfMZyu,46,841,Rz1THrHZp2
